,Datum,Leistung erneuerbar (MW),Leistung erneuerbar (GW)
0,2020-01-01,18378.89875,18.37889875
1,2020-01-02,25234.198333333334,25.234198333333335
2,2020-01-03,40357.41166666667,40.357411666666664
3,2020-01-04,41126.7275,41.1267275
4,2020-01-05,21438.916666666668,21.438916666666668
5,2020-01-06,25156.087083333332,25.156087083333333
6,2020-01-07,28251.900416666667,28.25190041666667
7,2020-01-08,31606.10375,31.60610375
8,2020-01-09,30327.2925,30.3272925
9,2020-01-10,33994.93208333333,33.99493208333333
10,2020-01-11,30297.82083333333,30.297820833333333
11,2020-01-12,40919.417083333334,40.919417083333336
12,2020-01-13,27248.241250000003,27.248241250000003
13,2020-01-14,46599.0725,46.599072500000005
14,2020-01-15,44913.69166666667,44.91369166666667
15,2020-01-16,28918.620833333334,28.918620833333335
16,2020-01-17,33248.934583333335,33.24893458333334
17,2020-01-18,30065.320000000003,30.065320000000003
18,2020-01-19,20066.465,20.066465
19,2020-01-20,18109.15125,18.10915125
20,2020-01-21,25144.559999999998,25.14456
21,2020-01-22,18331.181666666667,18.331181666666666
22,2020-01-23,12847.595833333333,12.847595833333333
23,2020-01-24,17495.804583333334,17.495804583333335
24,2020-01-25,15633.90375,15.63390375
25,2020-01-26,18189.592916666665,18.189592916666665
26,2020-01-27,31729.632500000003,31.729632500000005
27,2020-01-28,41907.74291666667,41.90774291666667
28,2020-01-29,43692.935,43.692935
29,2020-01-30,43661.3925,43.661392500000005
30,2020-01-31,45749.830416666664,45.74983041666666
31,2020-02-01,46429.12791666667,46.42912791666667
32,2020-02-02,32306.6775,32.3066775
33,2020-02-03,36080.6725,36.0806725
34,2020-02-04,37920.931666666664,37.92093166666666
35,2020-02-05,27214.78125,27.21478125
36,2020-02-06,23019.564583333336,23.019564583333338
37,2020-02-07,20355.10875,20.35510875
38,2020-02-08,29402.519166666665,29.402519166666664
39,2020-02-09,44960.572916666664,44.96057291666666
40,2020-02-10,49310.89124999999,49.31089124999999
41,2020-02-11,52399.424999999996,52.399424999999994
42,2020-02-12,48988.505833333336,48.988505833333335
43,2020-02-13,34153.53333333333,34.153533333333336
44,2020-02-14,20498.740833333333,20.498740833333333
45,2020-02-15,39677.6925,39.6776925
46,2020-02-16,48014.90666666667,48.01490666666667
47,2020-02-17,44720.12416666667,44.72012416666667
48,2020-02-18,48780.003333333334,48.78000333333333
49,2020-02-19,43292.39625,43.292396249999996
50,2020-02-20,40037.659166666665,40.037659166666664
51,2020-02-21,47082.58958333333,47.08258958333333
52,2020-02-22,51539.6875,51.5396875
53,2020-02-23,44327.86958333334,44.32786958333334
54,2020-02-24,36425.38041666667,36.42538041666667
55,2020-02-25,45223.315,45.223315
56,2020-02-26,28914.62875,28.91462875
57,2020-02-27,23000.27125,23.00027125
58,2020-02-28,37257.0375,37.257037499999996
59,2020-02-29,46248.725,46.248725
60,2020-03-01,42207.93125,42.20793125
61,2020-03-02,23474.649166666666,23.474649166666666
62,2020-03-03,22015.748333333333,22.015748333333335
63,2020-03-04,20421.311666666665,20.421311666666664
64,2020-03-05,24196.9575,24.1969575
65,2020-03-06,32172.39,32.17239
66,2020-03-07,27100.679583333334,27.100679583333335
67,2020-03-08,36806.308333333334,36.806308333333334
68,2020-03-09,24620.42625,24.62042625
69,2020-03-10,47054.07083333333,47.054070833333334
70,2020-03-11,42247.9575,42.2479575
71,2020-03-12,50473.89708333334,50.473897083333334
72,2020-03-13,45507.19333333333,45.507193333333326
73,2020-03-14,23456.725833333334,23.456725833333333
74,2020-03-15,40256.96166666666,40.25696166666666
75,2020-03-16,23701.78583333333,23.701785833333332
76,2020-03-17,24439.23625,24.43923625
77,2020-03-18,29993.548333333336,29.993548333333337
78,2020-03-19,15985.548333333332,15.985548333333332
79,2020-03-20,21993.967916666665,21.993967916666666
80,2020-03-21,39348.3975,39.3483975
81,2020-03-22,40393.09458333333,40.39309458333333
82,2020-03-23,37212.70041666667,37.212700416666664
83,2020-03-24,34495.840416666666,34.49584041666667
84,2020-03-25,34539.88416666666,34.53988416666666
85,2020-03-26,34019.13625,34.01913625
86,2020-03-27,32540.065416666665,32.540065416666664
87,2020-03-28,31933.6825,31.9336825
88,2020-03-29,37940.626521739134,37.940626521739134
89,2020-03-30,26855.402083333334,26.855402083333335
90,2020-03-31,20583.709166666667,20.58370916666667
91,2020-04-01,28299.454583333336,28.299454583333336
92,2020-04-02,34419.99166666667,34.41999166666667
93,2020-04-03,31850.252083333336,31.850252083333338
94,2020-04-04,22486.92125,22.486921249999998
95,2020-04-05,37353.04833333333,37.353048333333334
96,2020-04-06,33698.1625,33.698162499999995
97,2020-04-07,23160.497916666664,23.160497916666664
98,2020-04-08,22889.39791666667,22.88939791666667
99,2020-04-09,22600.837083333332,22.60083708333333
100,2020-04-10,20559.7425,20.5597425
101,2020-04-11,20431.14416666667,20.43114416666667
102,2020-04-12,22923.532083333335,22.923532083333335
103,2020-04-13,36458.35375,36.45835375
104,2020-04-14,29399.257916666666,29.399257916666667
105,2020-04-15,30400.822083333333,30.40082208333333
106,2020-04-16,23505.25125,23.50525125
107,2020-04-17,20377.14375,20.37714375
108,2020-04-18,24358.221666666665,24.358221666666665
109,2020-04-19,33121.9775,33.1219775
110,2020-04-20,43894.67625,43.894676249999996
111,2020-04-21,47971.05583333334,47.97105583333334
112,2020-04-22,41712.92083333333,41.71292083333333
113,2020-04-23,24431.77125,24.43177125
114,2020-04-24,30160.994583333333,30.160994583333334
115,2020-04-25,24868.133749999997,24.86813375
116,2020-04-26,18874.135416666668,18.874135416666668
117,2020-04-27,20297.779583333333,20.297779583333334
118,2020-04-28,18643.84375,18.64384375
119,2020-04-29,20521.923749999998,20.52192375
120,2020-04-30,30735.79875,30.73579875
121,2020-05-01,30187.06125,30.18706125
122,2020-05-02,27623.12833333333,27.62312833333333
123,2020-05-03,20646.749166666665,20.646749166666666
124,2020-05-04,20229.04,20.22904
125,2020-05-05,25526.48875,25.526488750000002
126,2020-05-06,28210.547916666666,28.210547916666666
127,2020-05-07,23801.911666666667,23.801911666666665
128,2020-05-08,20730.716666666667,20.730716666666666
129,2020-05-09,18712.85375,18.712853749999997
130,2020-05-10,24418.141666666666,24.418141666666667
131,2020-05-11,37446.97583333334,37.44697583333334
132,2020-05-12,28902.876666666667,28.902876666666668
133,2020-05-13,21138.03625,21.138036250000003
134,2020-05-14,23656.670416666664,23.656670416666664
135,2020-05-15,27790.0825,27.7900825
136,2020-05-16,29890.545,29.890545
137,2020-05-17,31224.347916666666,31.224347916666666
138,2020-05-18,29392.10666666667,29.39210666666667
139,2020-05-19,24924.108333333334,24.924108333333333
140,2020-05-20,16822.37375,16.82237375
141,2020-05-21,21199.621666666666,21.199621666666665
142,2020-05-22,27049.4825,27.0494825
143,2020-05-23,30093.252083333336,30.093252083333336
144,2020-05-24,35768.816666666666,35.768816666666666
145,2020-05-25,30949.037916666668,30.94903791666667
146,2020-05-26,18820.761666666665,18.820761666666666
147,2020-05-27,23442.321249999997,23.442321249999996
148,2020-05-28,28198.379166666666,28.198379166666665
149,2020-05-29,23601.0275,23.6010275
150,2020-05-30,26762.523333333334,26.762523333333334
151,2020-05-31,29436.21375,29.43621375
152,2020-06-01,29585.687916666666,29.585687916666664
153,2020-06-02,22775.631666666668,22.77563166666667
154,2020-06-03,23624.759166666667,23.624759166666667
155,2020-06-04,21120.937083333334,21.120937083333335
156,2020-06-05,31407.107916666664,31.407107916666664
157,2020-06-06,35511.77625,35.511776250000004
158,2020-06-07,23461.53583333333,23.461535833333333
159,2020-06-08,16807.2625,16.8072625
160,2020-06-09,16170.17125,16.17017125
161,2020-06-10,17408.775833333333,17.408775833333333
162,2020-06-11,22044.0,22.044
163,2020-06-12,29014.961666666666,29.014961666666665
164,2020-06-13,28667.864583333332,28.667864583333333
165,2020-06-14,22476.355,22.476354999999998
166,2020-06-15,19262.847916666666,19.262847916666665
167,2020-06-16,15103.97625,15.10397625
168,2020-06-17,18463.51166666667,18.46351166666667
169,2020-06-18,20908.001666666667,20.908001666666667
170,2020-06-19,19934.906666666666,19.934906666666667
171,2020-06-20,25061.899999999998,25.061899999999998
172,2020-06-21,21641.547916666666,21.641547916666667
173,2020-06-22,22840.824583333335,22.840824583333333
174,2020-06-23,22279.015833333335,22.279015833333336
175,2020-06-24,24235.035,24.235035
176,2020-06-25,27265.099166666667,27.265099166666666
177,2020-06-26,25489.150416666667,25.489150416666668
178,2020-06-27,23800.834583333333,23.800834583333334
179,2020-06-28,26848.069583333334,26.848069583333334
180,2020-06-29,29055.663750000003,29.055663750000004
181,2020-06-30,38745.543333333335,38.74554333333334
182,2020-07-01,29429.215,29.429215
183,2020-07-02,22357.558333333334,22.357558333333333
184,2020-07-03,25879.6675,25.8796675
185,2020-07-04,40885.08666666666,40.88508666666666
186,2020-07-05,40692.75083333333,40.692750833333335
187,2020-07-06,43994.75791666666,43.994757916666664
188,2020-07-07,29627.974166666667,29.627974166666668
189,2020-07-08,19221.352916666667,19.221352916666667
190,2020-07-09,21195.365833333333,21.195365833333334
191,2020-07-10,29054.79625,29.05479625
192,2020-07-11,23658.969583333335,23.658969583333334
193,2020-07-12,22713.73625,22.71373625
194,2020-07-13,21347.795000000002,21.347795
195,2020-07-14,20883.556249999998,20.883556249999998
196,2020-07-15,15210.156666666668,15.210156666666668
197,2020-07-16,14292.15875,14.29215875
198,2020-07-17,17008.83125,17.00883125
199,2020-07-18,17824.164166666666,17.824164166666666
200,2020-07-19,19498.554166666665,19.498554166666665
201,2020-07-20,22575.14458333333,22.57514458333333
202,2020-07-21,23570.615833333333,23.570615833333335
203,2020-07-22,21142.829166666666,21.142829166666665
204,2020-07-23,21171.536666666667,21.17153666666667
205,2020-07-24,25307.82416666667,25.30782416666667
206,2020-07-25,21187.697916666668,21.187697916666668
207,2020-07-26,27694.645,27.694645
208,2020-07-27,23740.233333333334,23.740233333333332
209,2020-07-28,37609.01583333333,37.60901583333333
210,2020-07-29,34387.25666666667,34.387256666666666
211,2020-07-30,24270.33916666667,24.27033916666667
212,2020-07-31,21625.534166666668,21.625534166666668
213,2020-08-01,25422.91625,25.42291625
214,2020-08-02,17335.014166666668,17.335014166666667
215,2020-08-03,16765.55125,16.76555125
216,2020-08-04,17243.807083333333,17.243807083333333
217,2020-08-05,27125.1775,27.125177500000003
218,2020-08-06,23351.09375,23.35109375
219,2020-08-07,21122.875416666666,21.122875416666666
220,2020-08-08,19735.795416666668,19.73579541666667
221,2020-08-09,21377.247916666667,21.37724791666667
222,2020-08-10,23941.108333333334,23.941108333333332
223,2020-08-11,28751.93375,28.75193375
224,2020-08-12,28912.822916666668,28.912822916666666
225,2020-08-13,22460.87125,22.46087125
226,2020-08-14,16966.984166666665,16.966984166666666
227,2020-08-15,16566.655416666665,16.566655416666666
228,2020-08-16,21595.02125,21.595021250000002
229,2020-08-17,18446.854583333334,18.446854583333334
230,2020-08-18,17677.74125,17.67774125
231,2020-08-19,18623.804583333334,18.623804583333335
232,2020-08-20,23115.827083333334,23.115827083333333
233,2020-08-21,29333.85666666667,29.33385666666667
234,2020-08-22,29744.72333333333,29.744723333333333
235,2020-08-23,32875.504166666666,32.875504166666666
236,2020-08-24,22402.76375,22.40276375
237,2020-08-25,25464.650833333333,25.464650833333334
238,2020-08-26,50563.424999999996,50.563424999999995
239,2020-08-27,27513.16,27.51316
240,2020-08-28,25880.564166666667,25.880564166666666
241,2020-08-29,20914.14,20.91414
242,2020-08-30,16973.877916666668,16.97387791666667
243,2020-08-31,17583.595416666667,17.583595416666668
244,2020-09-01,16697.282916666667,16.697282916666666
245,2020-09-02,17229.552916666667,17.229552916666666
246,2020-09-03,27575.273749999997,27.575273749999997
247,2020-09-04,26699.220416666667,26.699220416666666
248,2020-09-05,24215.865416666667,24.215865416666666
249,2020-09-06,20955.850833333334,20.955850833333333
250,2020-09-07,20545.604166666668,20.545604166666667
251,2020-09-08,30049.239583333332,30.049239583333332
252,2020-09-09,29420.472083333338,29.420472083333337
253,2020-09-10,20619.82,20.61982
254,2020-09-11,20033.122083333332,20.033122083333332
255,2020-09-12,28544.87041666667,28.54487041666667
256,2020-09-13,26582.797916666666,26.582797916666667
257,2020-09-14,19310.92625,19.31092625
258,2020-09-15,18272.89375,18.272893749999998
259,2020-09-16,22920.35375,22.920353749999997
260,2020-09-17,27118.00833333333,27.118008333333332
261,2020-09-18,26097.82083333333,26.09782083333333
262,2020-09-19,25473.913333333334,25.473913333333336
263,2020-09-20,21989.50833333333,21.98950833333333
264,2020-09-21,17065.517916666668,17.065517916666668
265,2020-09-22,15749.004583333333,15.749004583333333
266,2020-09-23,20828.857916666664,20.828857916666664
267,2020-09-24,33985.949166666665,33.985949166666664
268,2020-09-25,23296.551666666666,23.296551666666666
269,2020-09-26,24156.40375,24.156403750000003
270,2020-09-27,20216.790833333333,20.21679083333333
271,2020-09-28,15006.631666666668,15.006631666666667
272,2020-09-29,14107.418333333333,14.107418333333333
273,2020-09-30,16497.924583333333,16.497924583333333
274,2020-10-01,26336.91791666667,26.336917916666668
275,2020-10-02,29569.165833333333,29.569165833333333
276,2020-10-03,34655.619166666664,34.65561916666666
277,2020-10-04,35758.502916666665,35.758502916666664
278,2020-10-05,31708.945000000003,31.708945000000003
279,2020-10-06,35685.418333333335,35.68541833333334
280,2020-10-07,30863.11208333333,30.86311208333333
281,2020-10-08,40028.84125,40.02884125
282,2020-10-09,23910.064166666667,23.91006416666667
283,2020-10-10,27149.728333333333,27.149728333333332
284,2020-10-11,24237.096666666665,24.237096666666666
285,2020-10-12,15230.873749999999,15.230873749999999
286,2020-10-13,17361.13625,17.36113625
287,2020-10-14,34786.225,34.786225
288,2020-10-15,26326.695000000003,26.326695000000004
289,2020-10-16,16170.828333333333,16.170828333333333
290,2020-10-17,12185.876250000001,12.185876250000002
291,2020-10-18,25757.911666666667,25.75791166666667
292,2020-10-19,18154.8075,18.1548075
293,2020-10-20,31177.32083333333,31.177320833333333
294,2020-10-21,34157.567083333335,34.15756708333333
295,2020-10-22,38309.104583333334,38.30910458333334
296,2020-10-23,22144.775416666667,22.14477541666667
297,2020-10-24,33029.792083333334,33.029792083333334
298,2020-10-25,35283.4072,35.2834072
299,2020-10-26,23751.115,23.751115000000002
300,2020-10-27,36402.886666666665,36.40288666666667
301,2020-10-28,38151.37666666667,38.15137666666667
302,2020-10-29,37571.10708333333,37.57110708333333
303,2020-10-30,35230.700000000004,35.230700000000006
304,2020-10-31,23947.064166666667,23.947064166666667
305,2020-11-01,33806.22791666666,33.806227916666664
306,2020-11-02,45228.76500000001,45.22876500000001
307,2020-11-03,29951.64375,29.95164375
308,2020-11-04,26286.134166666667,26.286134166666667
309,2020-11-05,25336.228333333333,25.33622833333333
310,2020-11-06,17595.799583333333,17.595799583333335
311,2020-11-07,17532.96125,17.53296125
312,2020-11-08,15200.522083333331,15.20052208333333
313,2020-11-09,13773.712916666665,13.773712916666666
314,2020-11-10,12475.1075,12.4751075
315,2020-11-11,11360.3375,11.3603375
316,2020-11-12,23530.2625,23.5302625
317,2020-11-13,22670.689583333336,22.670689583333335
318,2020-11-14,23935.877083333336,23.935877083333338
319,2020-11-15,40103.943333333336,40.10394333333333
320,2020-11-16,37507.69708333333,37.50769708333333
321,2020-11-17,33623.552083333336,33.62355208333334
322,2020-11-18,32405.284166666665,32.40528416666667
323,2020-11-19,40807.52208333334,40.80752208333334
324,2020-11-20,23626.13666666667,23.626136666666667
325,2020-11-21,37311.151666666665,37.31115166666667
326,2020-11-22,33595.95875,33.59595875
327,2020-11-23,27945.102916666667,27.945102916666666
328,2020-11-24,24871.9075,24.871907500000002
329,2020-11-25,21093.435833333333,21.093435833333334
330,2020-11-26,15921.83375,15.92183375
331,2020-11-27,11148.816250000002,11.148816250000001
332,2020-11-28,15358.201666666668,15.358201666666668
333,2020-11-29,13008.423333333332,13.008423333333333
334,2020-11-30,20531.602083333335,20.531602083333336
335,2020-12-01,15173.415416666665,15.173415416666664
336,2020-12-02,12007.857916666668,12.007857916666667
337,2020-12-03,27402.233333333334,27.402233333333335
338,2020-12-04,32080.770833333332,32.08077083333333
339,2020-12-05,18073.6125,18.0736125
340,2020-12-06,17516.42583333333,17.51642583333333
341,2020-12-07,22991.148749999997,22.991148749999997
342,2020-12-08,14838.859583333333,14.838859583333333
343,2020-12-09,12220.190416666666,12.220190416666666
344,2020-12-10,11084.591666666667,11.084591666666666
345,2020-12-11,24892.920833333334,24.892920833333335
346,2020-12-12,17143.457083333335,17.143457083333335
347,2020-12-13,14304.958333333334,14.304958333333333
348,2020-12-14,30355.163750000003,30.355163750000003
349,2020-12-15,21139.917083333334,21.139917083333334
350,2020-12-16,19642.709583333333,19.642709583333332
351,2020-12-17,30938.272083333333,30.938272083333334
352,2020-12-18,29477.55125,29.47755125
353,2020-12-19,32492.470833333336,32.492470833333336
354,2020-12-20,24677.108333333334,24.677108333333333
355,2020-12-21,31022.2675,31.0222675
356,2020-12-22,37795.183333333334,37.795183333333334
357,2020-12-23,19881.57375,19.88157375
358,2020-12-24,30746.431666666667,30.746431666666666
359,2020-12-25,18961.646666666667,18.961646666666667
360,2020-12-26,31678.05916666667,31.67805916666667
361,2020-12-27,45582.4025,45.58240249999999
362,2020-12-28,21193.879166666666,21.193879166666665
363,2020-12-29,21523.2475,21.5232475
364,2020-12-30,28170.63791666667,28.17063791666667
365,2020-12-31,21870.647500000003,21.870647500000004
366,2021-01-01,11255.64,11.25564
367,2021-01-02,11382.539583333333,11.382539583333333
368,2021-01-03,25111.827916666665,25.111827916666666
369,2021-01-04,23349.485833333336,23.349485833333336
370,2021-01-05,22516.454583333336,22.516454583333335
371,2021-01-06,16788.694583333334,16.788694583333335
372,2021-01-07,13541.477083333333,13.541477083333334
373,2021-01-08,12711.630416666667,12.711630416666667
374,2021-01-09,10546.574999999999,10.546574999999999
375,2021-01-10,18169.98125,18.16998125
376,2021-01-11,34660.22375,34.66022375
377,2021-01-12,37021.189999999995,37.02119
378,2021-01-13,42162.057916666665,42.16205791666666
379,2021-01-14,21767.743749999998,21.767743749999998
380,2021-01-15,15133.220833333333,15.133220833333333
381,2021-01-16,14966.665416666665,14.966665416666665
382,2021-01-17,13198.90625,13.19890625
383,2021-01-18,28803.435416666664,28.803435416666662
384,2021-01-19,40241.034999999996,40.241035
385,2021-01-20,44989.8225,44.9898225
386,2021-01-21,47299.81458333333,47.29981458333333
387,2021-01-22,35690.746250000004,35.690746250000004
388,2021-01-23,18256.46625,18.256466250000003
389,2021-01-24,15645.872083333334,15.645872083333334
390,2021-01-25,14257.204166666668,14.257204166666668
391,2021-01-26,22394.362916666665,22.394362916666665
392,2021-01-27,22063.031666666666,22.063031666666667
393,2021-01-28,19506.782916666667,19.506782916666666
394,2021-01-29,31979.537500000002,31.979537500000003
395,2021-01-30,17705.037083333333,17.705037083333334
396,2021-01-31,17246.819583333334,17.246819583333334
397,2021-02-01,18954.10875,18.95410875
398,2021-02-02,18184.801666666666,18.184801666666665
399,2021-02-03,31886.80791666667,31.88680791666667
400,2021-02-04,25561.93375,25.56193375
401,2021-02-05,25641.078333333335,25.641078333333336
402,2021-02-06,37519.64166666667,37.51964166666667
403,2021-02-07,40285.18125,40.28518125
404,2021-02-08,30141.11375,30.14111375
405,2021-02-09,18905.028333333332,18.90502833333333
406,2021-02-10,17655.52625,17.655526249999998
407,2021-02-11,14507.9425,14.507942499999999
408,2021-02-12,21947.71375,21.94771375
409,2021-02-13,19058.695,19.058695
410,2021-02-14,26180.444166666668,26.180444166666668
411,2021-02-15,32708.40625,32.70840625
412,2021-02-16,25292.790416666667,25.292790416666666
413,2021-02-17,35227.770416666666,35.227770416666665
414,2021-02-18,35043.47708333333,35.04347708333333
415,2021-02-19,32202.710833333334,32.202710833333335
416,2021-02-20,33174.79791666667,33.17479791666667
417,2021-02-21,28583.317916666667,28.583317916666665
418,2021-02-22,26121.218333333334,26.121218333333335
419,2021-02-23,29199.155833333334,29.199155833333336
420,2021-02-24,34449.64333333333,34.449643333333334
421,2021-02-25,29428.49625,29.42849625
422,2021-02-26,24478.289166666666,24.478289166666666
423,2021-02-27,19499.893333333333,19.499893333333333
424,2021-02-28,19079.577083333334,19.079577083333334
425,2021-03-01,16910.758333333335,16.910758333333334
426,2021-03-02,18380.065,18.380065
427,2021-03-03,18413.89625,18.41389625
428,2021-03-04,20545.460416666665,20.545460416666664
429,2021-03-05,19855.479583333334,19.855479583333334
430,2021-03-06,25581.507500000003,25.581507500000004
431,2021-03-07,27867.40958333333,27.86740958333333
432,2021-03-08,17043.048749999998,17.043048749999997
433,2021-03-09,15876.714999999998,15.876714999999999
434,2021-03-10,25703.331666666665,25.703331666666664
435,2021-03-11,51280.22833333333,51.28022833333333
436,2021-03-12,52364.730833333335,52.36473083333333
437,2021-03-13,51084.89083333334,51.08489083333334
438,2021-03-14,41213.02375,41.21302375
439,2021-03-15,37266.61,37.26661
440,2021-03-16,28108.528749999998,28.108528749999998
441,2021-03-17,17783.705833333333,17.783705833333332
442,2021-03-18,15290.11125,15.29011125
443,2021-03-19,23042.8175,23.0428175
444,2021-03-20,25064.11333333333,25.06411333333333
445,2021-03-21,37170.89916666666,37.170899166666665
446,2021-03-22,21402.509166666667,21.40250916666667
447,2021-03-23,17045.32416666667,17.04532416666667
448,2021-03-24,24006.770833333332,24.00677083333333
449,2021-03-25,19900.84125,19.900841250000003
450,2021-03-26,31125.14375,31.12514375
451,2021-03-27,42638.81875,42.63881875
452,2021-03-28,39684.86565217392,39.68486565217392
453,2021-03-29,39582.050833333335,39.582050833333334
454,2021-03-30,25827.052916666667,25.827052916666666
455,2021-03-31,19232.670416666668,19.232670416666668
456,2021-04-01,27564.148333333334,27.564148333333335
457,2021-04-02,32062.702916666665,32.062702916666666
458,2021-04-03,28177.34708333333,28.17734708333333
459,2021-04-04,28091.8275,28.0918275
